,LOC,ORG,GPE,WORK_OF_ART,url
5941,,,,,https://www.solomonstarnews.com/si-on-target/
5942,,"the Royal Solomon Islands Police Force, the Australian Defence Force, Un, the Royal Australian Navy, HMAS Adelaide, Operation Render Safe 2019","Western province, Australia, New Zealand",,https://www.solomonstarnews.com/operation-render-safe-2019-commences/
5943,"the Central Islands Provincial Government, Solomon Islands","AG, Central, China Sam, CIPG, China Sam Group of Companies Ltd, Office of the Attorney-General, OAG, the Office of the Prime Minister & Cabinet, OMPC, the Central Islands Provincial Assembly, the Central Islands Provincial Government, d)Most, the China Sam Group of Companies, Foreign Investors, The Foreign Investment Division, Development or Investment in Central Province, the Foreign Investment Division, the Solomon Islands Government, Guadalcanal, Commerce and Investment, China Sam Enterprise Group Co., Ltd., Oil & Gas, Energy, Minerals, Chemical Investment, Trade, File, Security","Tulagi, PRC, Solomon Islands, Central Province, China, Taiwan, capital city, Honiara, Central Province’s, Central province, Hong Kong, Macau, Beijing",China Sam,https://www.solomonstarnews.com/tulagi-lease-illegal/
5944,,"The Royal Solomon Islands Police Force, the Police & Prison Services Commission, RSIPF",Honiara,,https://www.solomonstarnews.com/rsipf-announces-new-members-of-executive-team/
5945,Coral Sea,"Solomon Islands Pageant, MISP, the National Referral Hospital, NRH, Monash University, MSIP, Annie Marie Day, the Coral Sea Resort","Melbourne, Australia, the Solomon Islands",,https://www.solomonstarnews.com/advocating-against-breast-cervical-cancers/
5946,Temotu,"THE Family Support Center (FSC, UN Women Fiji Multi-Country Office, MCO, Gender-Based Violence, Guadalcanal, FSC Loroi Sisiolo, International Women’s Development Agency, International Organization for Migration (, IOM, the Pacific Partnership, European Union, the Pacific Partnership Program, the Ministry of Women, Youth, Children and Family Affairs, National Security, Public Solicitor Office, Christian Care Center, Solomon Islands Transparency Group, UN Women and FSC","Honiara, Isabel, Australia, New Zealand, Solomon Islands","Increasing Outreach, Temotu",https://www.solomonstarnews.com/new-deal-to-support-victims-of-violence/
5947,St Barnabas Cathedral,CHS,"Vura, East Honiara, Sacrifice",,https://www.solomonstarnews.com/vura-chs-stages-annual-graduation/
5948,,"the Public Order Offences Consultation Paper marks, the Law Reform Commission, LRC, the Public Order Offices",Solomon Islands,The Penal Code,https://www.solomonstarnews.com/what-are-public-offences/
5949,,"the Provincial Assembly, MPA, the Motion of Sine Dine, the Ward Development Committees, ULUTAH","Gizo, Western province",,https://www.solomonstarnews.com/call-to-create-extra-wards/
5950,,,East Honiara,‘Power of Faith,https://www.solomonstarnews.com/power-of-faith/
5951,"Blue Park, South Pacific, earth, the Benioff Ocean Initiative","the Marine Conservation Institute, Arnavons, Kia, the Solomon Islands Government, The Nature Conservancy, KAWAKI, the ACMP board, Willie Atu & Henry KanikiThe Nature Conservancy Office","Isabel province, Oslo, Norway, Wagina, Katupika, Arnavon, The Solomon Islands, Santa Barbara, Honiara
 
","UNDP Equator Initiative, The Equator Initiative Prize, The Arnavon Community Marine Park",https://www.solomonstarnews.com/arnavon-marine-park-wins-blue-park-award-for-conservation/
5952,,"Teaching Service, the Ministry of Education and Human Resource Development Mathias Kutai, Provincial Assembly, MPA",Honour,,https://www.solomonstarnews.com/kakara-registers-another-successful-graduation/
5953,,"THE National Census Office, National Statistics Office, National Population and Housing Census, SI",,,https://www.solomonstarnews.com/3-000-hired-for-census-work/
5954,Tangarare,"the Royal Solomon Islands Police Force, Guadalcanal, National Referral Hospital, Henderson Police Station, the Police Communication Centre","Paila village, West Guadalcanal, Honiara, Kokomuruka",,https://www.solomonstarnews.com/police-probe-death-of-girl-14/
5955,,"the Office of the Prime Minister and Cabinet, the Prime Ministers Office, the Solomon Islands Government","Australia, Honiara, Solomon Islands, the Solomon Islands",,https://www.solomonstarnews.com/pm-meets-payne/
5956,,"The Royal Solomon Islands Police Force, Foreign Affairs, Hon, AC, National Capital and Crime Prevention, Simpson Pogeava, the Kukum Traffic Centre","Honiara, Guadalcanal Province, Henderson, Lungga, Honiara City",,https://www.solomonstarnews.com/rsipf-commends-public-for-good-behaviour-during-australian-foreign-affairs-minister-s-visit/
5957,Malaita/Western,"Solomon Islands Pageant, Auditorium, Miss Coral Sea & Casino  Gladys Habu, Solomon/PNG, Miss Honiara City Council Freda Maui, the National Art Gallery","Honiara, Western province, Isabel province, Renbel province",‘Advancing Women in Leadership,https://www.solomonstarnews.com/pageant-show-begins-today/
5958,,FANASIA,,,https://www.solomonstarnews.com/our-party-runs-show/
5959,"Asia, Pacific","the UN Security Council, the UN Regional Centre for Peace and Disarmament, UNRCPD, the UN Office for Disarmament Affairs, UNODA, the 1540 Committee of the National Security, the Security Council, Ministry of Foreign Affairs, External Trade, Solomon Islands Government, the United Nations, State, Weapons of Mass Destruction, WMD, Committee Kiwakao Tanaka, the Government of Japan, the UN Trust Fund for Global and Regional Disarmament Activities","Honiara, Solomon Islands",,https://www.solomonstarnews.com/si-reports-on-unsc-resolution-1540-2004/
5960,"the Central Islands Province, the Central Islands Provincial Government","SENIOR, China Sam Enterprise Group, The China Sam Enterprise Group, Cabinet, Solomon Islands National Provident Fund, Silent World, National Fisheries Department, crown","Solomon Islands, Taiwan, China, Tulagi, Honiara",,https://www.solomonstarnews.com/ag-praised-for-taking-action/
5961,,"Lands, FANASIA",,,https://www.solomonstarnews.com/blame-game/
5962,Pacific Girl,"Pacific Girl, YWCA Australia, Foreign Affairs, YWCA Pacific Girl","Australia, Solomon Islands, Honiara",the ‘Waka Mere Commitment to Action,https://www.solomonstarnews.com/minister-announces-australian-support-for-pacific-girl-investment-with-ywca/
5963,,"the B-Mobile company, the High Court, the Honiara Magistrate’s Court, Public Solicitor’s Office, Agriculture, the Waisisi Wairokai Oil Palm project, Houmaha, the Ministry of Agriculture and Livestock (MAL, the Ministry of Finance, Treasury, Internal Audit, Voice Barristers and Solicitors, Crown","Arearea, MoFT",,https://www.solomonstarnews.com/in-court-with-assumpta-buchanan-d49/
5964,"Pacific, Solomon Islands","the Royal Solomon Islands Police Force, the International Association of Chiefs of Police, Inspector Sireheti","Chicago, United States of America",,https://www.solomonstarnews.com/sireheti-receives-international-award/
5965,Solomon Islands,"Forum Solomon Islands International, FSII, JQY, Guadalcanal, the Japanese Association for Recovery of War Casualties, JARRWC, Guadalcanal Provincial, Kwaita","East of Honiara, New York, Solomon Islands, Japan",,https://www.solomonstarnews.com/fsii-demand-gov-t-intervene/
5966,,FANASIA,,,https://www.solomonstarnews.com/monument-site-sold/
5967,Pacific Step,"AUSTRALIA, YWCA, the Wake Mere Commitment to Action Group","Australia, Solomon Islands, Honiara, Luganville, Espirito Santo",,https://www.solomonstarnews.com/aust-s-foreign-minister-here/
5968,,"the Political Party and Integrity Act, the DPM post",,,https://www.solomonstarnews.com/wale-queries-pm-over-deputy-post/
5969,"Solomon Islands National Ocean Policy, the Pacific Ocean, Asia","Government Communication Unit, the Solomon Islands Government, the Government House, Royal Highness, Parliament, Solomon Island Scouts, Coastwatchers, the Forum Fisheries Agency, Duchess of Cornwall Camilla Pacific, Monarchy, these Commonwealth Realms","Solomon Islands, Honiara, New Zealand, the United Kingdom, Cambridge",The Prince of Wales,https://www.solomonstarnews.com/royal-visit/
5970,Auki,"the Malaita Provincial Assembly, Parliament, Communique, the Malaita Vision, MOI","Malaitan, the Solomon Islands, ROC, PRC, Malaita province, Auki, Auki
 
 
 
","Malaita Provincial Government Auki Communique, 2050 ‘Malaita",https://www.solomonstarnews.com/suidani-launches-historical-communique/
5971,Port Moresby,"THE United States Government, Island Sun, US Embassy, USD, Western Union, the US Government, the Solomon Islands Government","Solomon Islands’, US, United States, The United States",,https://www.solomonstarnews.com/us-denies-blocking-si/
5972,,"Justice, Legal Affairs, the Law Reform Commission, Public Order Offences",,,https://www.solomonstarnews.com/minister-launches-consultation-paper-on-public-order-offences/
5973,,"Press, Productive Sector, PA, Sogavare, the Victoria University of Wellington and Bachelor Arts in Economics and Marine, Diplomacy and International Affairs and Bachelor Arts, the Democratic Alliance Party, DAP",China,"Caucus, Masters in Public Policy",https://www.solomonstarnews.com/gov-t-drops-axe-on-2-pas/
5974,"Pacific, the Asian/Middle East","the Office of the Prime Minister and Cabinet, BRI, Residence","Islamic Republic of Pakistan, Peoples Republic of China, PRC, Canberra, Australia, the Republic of Pakistan, Solomon Islands",,https://www.solomonstarnews.com/pakistan-ambassador-meets-with-pm/
5975,,"the National Statistics Office/Census Office, National and International, Census/SINSO Media
 
","Honiara, Honiara City, Honiara city, the Solomon Islands",,https://www.solomonstarnews.com/census-commissioner-told-officers-to-give-their-best/
5976,,"Freda Maui, Miss Honiara City Council (HCC, Solomon Islands Beauty Pageant, Miss HCC, the University of South Pacific, City Clerk Rence Sore, the Miss HCC, Solomon Islands Pageant","Renbel province, Counselling, the City Mayor Cr",,https://www.solomonstarnews.com/freda-is-miss-hcc/
5977,,"Japan International Cooperation Agency, Honiara City Council, The Ministry of Infrastructure Development, MID, CTI Engineering International Cooperation Limited, the Ministry of Fisheries, Marine Resources",Honiara,the Upgrading of Kukum Highway,https://www.solomonstarnews.com/phase-2-of-road-upgrade-underway/
5978,"East Makira Constituency, the East Makira, East Makira Parliamentary","The Solomon Islands Electoral commission, the Ministry of Finance & Treasury, The Solomon Islands Electoral Commission, National, The Nomination Centre for East Makira Constituency",,,https://www.solomonstarnews.com/nomination-for-e-makira-elections-open/
5979,Belo Belo Island,"THE Police Response Team (PRT, Superintendent Rex Waiwori, the National Response Department, NRD","Western Province, Honiara, the Western Province",,https://www.solomonstarnews.com/police-slain-6-crocs/
5980,,"THE Correctional Service Solomon Islands, CSSI, Island Sun, the CSSI Executive, the CSSI Organisation, CSSI Forum, the Professional Standard Unit, PSU, Facebook",,,https://www.solomonstarnews.com/manelusi-why-we-suspend-officers/
5981,"Solomon Islands, Pacific","HMAS Adelaide, the Royal Solomon Islands Police Force, Operation Render Safe 2019, ADF, the Natural Disaster Management Office, NDMO, Task Group, Defence Force, the Australian Defence Force, Army, Air Force, Navy, New Zealand Defence Force, Joint Task Force 637, the Australia’s Pacific Step-up","Honiara, Solomon Islands, Shortland Island, New Zealand, Australia, Gizo, Kolombangara Island, Vonavona Island, New Georgia Island",The ADF and the RSIPF,https://www.solomonstarnews.com/aust-naval-ship-arrives-here-today/
5982,,"The Royal Solomon Islands Police Force, the Choiseul Provincial Assembly, PPC",Choiseul Province,Police in Choiseul Province,https://www.solomonstarnews.com/rsipf-congratulates-leaders-and-people-of-choiseul-province/
5983,"North East Guadalcanal, Mbarande, the Guadalcanal Plains","The Royal Solomon Islands Police Force, the Central Response Unit, CRU, marijuana, Hells Point East, PRT, PSU","marijuana, Koivo Village, Honiara",Sergeant Waiparo,https://www.solomonstarnews.com/rsipf-uproots-gardens-of-marijuana-in-guadalcanal-province/
5984,"Solomon Islands, Port Moresby","THE Central Bank of Solomon Islands, Island Sun, the United States Government, CBSI, the Federal Reserve Bank of New York, the Central Bank, The US Embassy, the Solomon Star, the US Government","US, Taiwan, China, Solomon Islands",,https://www.solomonstarnews.com/cbsi-sasako-article-misleading/
5985,Solomon Islands,"the Honiara Partnership Committee, HPC, Honiara City Council, Suimae","Honiara, Honiara City",,https://www.solomonstarnews.com/honiara-to-be-environmental-learning-city/
5986,,"Mines, Energy & Rural Electrification, Makira/Ulawa Province","China, Tovosia, Makira, Beijing",,https://www.solomonstarnews.com/wale-slams-tovosia-s-promises/
5987,,"the Law Reform Commission, LRC","Honiara, Solomon Islands",,https://www.solomonstarnews.com/liloqula-law-reform-vital-for-development/
5988,,"FANASIA, GOLD Ridge, Guadalcanal, Gold Ridge Mine Development Project (GRMDP, Gold Ridge Mining Limited, GRML, China Railway International Group Co., Ltd., the Gold Ridge Mine, China Railway Construction Contract, Pacific, the Gold Ridge Mine Project","China, Solomon Islands",GRML,https://www.solomonstarnews.com/gold-ridge-ground-breaking-saturday/
5989,,"the Royal Solomon Islands Police Force, PPC, the Waterfront Nite Club","Western Province, Gizo",,https://www.solomonstarnews.com/police-in-western-province-investigate-alleged-rape-of-19-year-old-woman/
5990,,"THE Ministry of Fisheries, Marine Resources, the national aquaculture centre, the Ministry of Fisheries, The Ministry of Fisheries, MFMR, Guadalcanal Province Francis Sade, Lusi, Guadalcanal Peace","Aruligo, Guadalcanal Province",,https://www.solomonstarnews.com/na-sore-chuppu-given-to-victims/
5991,,"St Nicholas College, the Anglican Church of Melanesian","St. Nicholas, Honiara",,https://www.solomonstarnews.com/st-nicholas-stages-end-year-graduation/
5992,,the Solomon Star,St Nicholas,,https://www.solomonstarnews.com/rosana-scoops-5-awards/
5993,"Selwyn, Solomon Islands","Selwyn College Naphtali Lakwolly, the Photovoltaic (PV, the European Union, the PV Solar and, EU, the Solomon Islands Government, the PV Hybrid Electricity System",the Solomon Islands,,https://www.solomonstarnews.com/solar-project-to-cut-school-s-power-bill/
5994,Pacific Island Countries,"the Democratic Coalition Government for Advancement (DCGA, The DCGA Government, Treasury, the Cabinet Conclusion, the Ministry of Finance",Solomon Islands,,https://www.solomonstarnews.com/gov-t-approves-paye-increase/
5995,,"SOLOMON, Auki, Ward 2","Auki, Solomon Islands, China, Malaitan",Malaita for Democracy,https://www.solomonstarnews.com/support-for-malaita-mps-to-meet-premier/
5996,,"Census Office, The Census Office sincerely apologizes, the Census Office","Honiara, Honiara City, The Honiara City",,https://www.solomonstarnews.com/duplicated-honiara-census-list-clarified/
5997,"Makira Ulawa Province, the Special Guest","Kokana Village, Chants","Kokana Village, West Bauro, Banana",,https://www.solomonstarnews.com/parade-to-open-festival/
5998,,,,,https://www.solomonstarnews.com/malaitan-mps-invited-for-dialogue/
5999,the Belt and Road Initiative,"The Solomon Islands Government, SIG, the Silk Road Economic Belt, Government Communication Unit",,,https://www.solomonstarnews.com/deal-for-belt-road-initiative/
6000,East Makira,"PPC, Makira-Ulawa Province, Namunga Substation, the Eastern Magistrates Court, the Kirakira Police Station","Santa Anna Island, Pisuga Village, Lucas Saw Mill, East Makira",,https://www.solomonstarnews.com/police-in-makira-ulawa-province-warn-public-to-abide-by-the-law/
6001,,"NATIONAL statistics office, Statistics",Census,,https://www.solomonstarnews.com/kimi-explains-census-recruitment-process/
6002,Solomon Islands,"Malaita Provincial, the National Government’s, the Malaita Provincial Government, the Provincial Assembly, WILSON SAENI","Auki, Malaita Province, Taiwan, China, Honiara, the People’s Republic of China",,https://www.solomonstarnews.com/malaita-launches-2019-communique/
6003,"the Asia Pacific region, Central Islands, Temotu","the Democratic Coalition Government for Advancement (DCGA, the Government Communication Unit, Provincial Government and Institutional Strengthening, MPGIS, SIG, the Rural Constituency Development Fund, RCDF, PMO, a Foreign Policy Advisory Secretariat, FPAS, SINO, Makira/Ulawa, Guadalcanal, Cabinet, PCDF, Makira-Ulawa, MPA, Lata of Temotu","China, PRC, Western Province, Fujian province, Renbel, Rennell Bellona",,https://www.solomonstarnews.com/premiers-pledges-support-for-sino-si-ties/
6004,,"Christianity, the Chinese Communist Party, Sogavare, house, the Communist Party","China, the Solomon Islands, XinJiang province",Bible,https://www.solomonstarnews.com/wale-hits-out-at-pm-over-china-christianity/
6005,Solomon Islands,"Sogavare, the United Nation Resolution 2758, the United Nation General Assembly","Taiwan, China, Solomon Islands, Kingdom",,https://www.solomonstarnews.com/pm-we-are-on-the-right-side-of-the-history/
6006,,"Correctional, Rove Correctional, the Correctional Office, the Correctional Service Solomon Islands, CSSI, Sergeant","Honiara, Simbe",,https://www.solomonstarnews.com/twelve-cssi-officers-promoted/
6007,,"Sogavare, the Ministry of infrastructure Development, MOU, Government","CHINA, Belt, Honiara, Solomon Islands, China",,https://www.solomonstarnews.com/pm-projects-line-up-for-china-funding/
6008,,"HUNGER, the Ministry of Agriculture and Livestock (MAL, NCD, Ms France, the Democratic Coalition Government for Advancement (DCGA","the Solomon Islands, Honiara, France, roadmap",,https://www.solomonstarnews.com/mal-promotes-world-food-day/
6009,Pacific,"THE Royal Australian Air Force, Royal Edinburgh Military Tattoo, The Royal Edinburgh Military Tattoo, ABC Australia, The Australian Defence Force","Solomon Islands, Australia, Sydney, Honiara, Malaita province, Placida, Madlyn, Papua New Guinea, Samoa, Cook Islands, Fiji, Tonga, Vanuatu, Scotland, the Solomon Islands",,https://www.solomonstarnews.com/local-performers-in-aus-for-royal-edinburgh-military-tattoo-d92/
6010,the Commonwealth Realm,"the British Monarch to Individuals and Institutions, the College of Arms Museum, Independence, the Anglican Church of Melanesia, The College of Arms","London, Solomon Islands, England, Wales, Northern Ireland, Commonwealth, Australia, New Zealand, Royal",,https://www.solomonstarnews.com/vunagi-visits-college-of-arms-in-london/
6011,Makira Ulawa,PNG,"Papua New Guinea, Honiara",,https://www.solomonstarnews.com/png-nationals-upset-with-poor-airport-facilities/
6012,,"the Royal Solomon Islands Police Force, PPC, marijuana, the Taro Magistrates Court, PPC Eria",Choiseul Province,,https://www.solomonstarnews.com/rsipf-arrests-eleven-people-for-various-allegations-in-choiseul-province/
6013,,SOLOMON Islands National Teachers Association (SINTA,"China, Taiwan",,https://www.solomonstarnews.com/faisi-warns-sinta-members/
6014,,Baegu Asifola Council of Chiefs,"China, Malaita province",,https://www.solomonstarnews.com/baegu-chiefs-to-block-china-projects/
6015,,"White Ribbon, the Solomon Islands Family Health and Safety Study, the Ministry of Women, Youth, Children and Family Affairs, Mactus Forau, Supervising Permanent, Ministry of Police National Security, Correctional Services, Simpson Pogeava, National Capital, Solomon Islands Justice Program, Fletchers Construction","Australia, Solomon Islands",,https://www.solomonstarnews.com/refurbished-seif-ples-opens/
6016,,"THE Western Province Full Assembly, Non-Executive, the Provincial Assembly, MPA, the Western Province Government, WPG, the Supplementary Budget, the Provincial Public Accounts Committee, PPAC, the Speaker of Assembly, the Western Provincial Assembly Adrian Sina, House, the Western Province Assembly",,,https://www.solomonstarnews.com/western-full-assembly-finally-meet/
6017,Central Honiara,"the Royal Solomon Island Police Force, National Museum, PPC, the International Rural Women’s, the National Museum, the Honiara City Law Enforcement Officers, the Central Police Station",Honiara City,,https://www.solomonstarnews.com/rsipf-arrests-male-person-for-allegation-of-raping-a-young-girl-in-honiara/
6018,"Central, Malaita Provincial","the Malaita Provincial Government, the National Government, PPC, Auki, Sisimia, Police Communication Centre","Malaita Province, Taiwan, China, Auki, West Kwara’ae, Honiara",,https://www.solomonstarnews.com/police-remind-malaitans-to-follow-the-law/
6019,,"the Malaita Provincial Assembly, National General Election, WILSON SAENI","Auki, Taiwan, China, Auki
 
","Malaita that Malaita Provincial Government, None of the Malaita, Malaita 2050",https://www.solomonstarnews.com/suidani-malaita-govt-still-stand-with-its-people/
6020,"Solomon Islands, Solomon Islands Foreign Policy","the Democratic Coalition Government for Advancement (DCGA, Sogavare, the Ministry of Foreign Affairs, MOU, Solomon Islands National University, Guadalcanal","Honiara, China, Solomon Islands, the People’s Republic of China, PRC, Guangdong",,https://www.solomonstarnews.com/pm-confident-after-china-visit-d83/
6021,the East Makira,"National Parliament Patteson, Makira-Ulawa, Namuga Community High School, Solomon Islands Electoral Commission, the Solomon Islands Electoral Commission, the Electoral Commission, the Ministry of Provincial Government and Institutional Strengthening, the Electoral Office, Assembly, The Electoral Commission","East Makira, Saitala",the Notice of the by,https://www.solomonstarnews.com/east-makira-voters-to-return-to-the-polls-on-december-11/
6022,Caldina,"the People’s Pharmacy, the National Referral Hospital, Zoze, Sanau, Bakery","Honiara, Fakaia, Ranadi, East Honiara",Nature Bakery,https://www.solomonstarnews.com/in-court-with-assumpta-buchanan-d15/
6023,"Solomon Islands, Solomon Islands Foreign Policy","the Democratic Coalition Government for Advancement (DCGA, Sogavare, the Ministry of Foreign Affairs, MOU, Solomon Islands National University, Guadalcanal","Honiara, China, Solomon Islands, the People’s Republic of China, PRC, Guangdong",,https://www.solomonstarnews.com/pm-confident-after-china-visit/
6024,"Western Border, the Western Border, Harapa","THE Australian Government, the Royal Solomon Islands Police Force, Western Border, the Minister for Police, National Security and Correctional Services, the Australian Government, the Australian High Commission, the Solomon Islands Police Development Program, RSIPF Maritime, Police Response Team, SIPDP, the Western Border, National Response Department, RSIPF PRT","Australia, Solomon Islands, Honiara, Western Province, the Shortland Islands",,https://www.solomonstarnews.com/australia-gifts-high-speed-patrol-vessel-to-rsipf/
6025,,Sogavare,"China, the People’s Republic of China, Taiwan, PRC, Beijing, Solomon Islands",,https://www.solomonstarnews.com/fugui-to-china-on-education-trip/
6026,Malaita/Western,"Solomon Islands Pageant, MSIP, Brijit Igilave, Freda Maui, the National Art Gallery","Western province, Isabel province, Malaita, Renbel province, Solomon Islands",,https://www.solomonstarnews.com/pageant-2019-show-is-back/
6027,,"British Soldier, the Cross of Solomon Islands, Investiture Ceremony, the Royal Household, the Royal Collection Department, Honours, Awards, Commonwealth, Order, the Solomon Islands Government, The Cross of Solomon Islands, a Civil Order of Distinction, the Order of Solomon Islands, the Public Service, Churches, the Arts, Sciences, Sports","London, UK, Honiara, Cardiff, Wales, Grenada, Antigua, St Lucia, Barbados, Bahamas, the Kingdom of Tonga, the Cayman Islands, Solomon Islands","the Orders for the Star and Cross of Solomon Islands, The Queen’s Art Collection, Officers of Arms, ‘The Order of Solomon Islands’",https://www.solomonstarnews.com/gov-t-honours-british-man-for-service-here/
6028,,,China,,https://www.solomonstarnews.com/pm-no-more-rcdf-to-mps/
6029,"Belt and Road Initiative, the Belt and Road, Port Moresby","FANASIA, Sogavare, Solomon Islands Government, South China Morning Post, the Belt and Road Initiative, BRI Solomon Islands","the People’s Republic of China, PRC, Solomon Islands, the Solomon Islands, Honiara, Papua New Guinea",,https://www.solomonstarnews.com/pm-arrives-today-brighter-days-ahead/
6030,"the Western Pacific, Solomon Islands","THE Ministry of Health and Medical Services, the Ministry of Health, the Reproductive and Child Health Dr Divi Ogaoga, the WHO Solomon Islands Country Office, the Ministry of Health and Medical Services, GAVI, UNICEF, FOLLET",,,https://www.solomonstarnews.com/measles-rubella-vaccination-campaign-begins/
6031,,"the Solomon Islands High Commission, the Solomon Islands Government, the Government House, the Ministry of Foreign Affairs External Trade, the Office of the Prime, Cabinet","London, Singapore, Tokyo, Japan",,https://www.solomonstarnews.com/sir-vunagi-arrives-in-london/
6032,Village,"the Royal Solomon Island Police Force, PPC, Tulagi Police, the Crime Prevention Committee  Council of Chiefs, Section, the Crime Prevention Committees","Tulagi, Central Province",,https://www.solomonstarnews.com/police-arrest-6-suspects-for-burning-incident-in-central-province/
6033,,,,,https://www.solomonstarnews.com/four-mps-already-in-auki/
6034,,"Guadalcanal, the Guadalcanal Investment company Limited, SIG",,,https://www.solomonstarnews.com/guadalcanal-to-curb-logging-activities/
6035,,"PRIME Ministers Office, PMO, Civil Society Organisations, Development Service Exchange, Cabint, Solomon Islands National Council of Women, Solomon Islands Development Trust, Coalition of Education of Solomon Islands, Guadalcanal Council of Women, Literacy Association of Solomon Islands, Solomon Islands Indigenous Peoples Human Right Association, Parliament Group, Young Women Christian Association, All People Education Authority, West Are’are Rokotanikeni Association, the Executive Government, CSO, DSE, SEC, a “Civil Society Organization, the Prime Ministers Office, the Royal Solomon Islands Police Force, Charitable Trust, WILSON SAENI","Taiwan, Republic of China, PRC, Solomon Islands, Auki","Malaita for Democracy, Spokesperson for Malaita for Democracy (M4D)",https://www.solomonstarnews.com/govt-on-petition/
6036,,"WESTERN Provincial Government, WPG, Solomon Islands Government, the WPG Executive, the Provincial Police, ULUTAH","the Republic Of China, PRC, Gizo, Western province, Solomon Islands, People’s Republic of China, Taiwan",,https://www.solomonstarnews.com/west-celebrates-switch-with-chinese-community/
6037,,"THE Western Province Investment Cooperation, the Internal Auditor, Assembly, AG, WPIC, ULUTAH",Western Province,,https://www.solomonstarnews.com/wpic-completes-historic-audit-report/
6038,the Pacific Islands,"Royal Edinburgh Military, The Australian Defence Force, 320 Pipes and Drums, Scottish Fiddlers, Australian Federation Guard","Sydney, Australia, the Solomon Islands",Faeni,https://www.solomonstarnews.com/famous-faeni-dancers-in-aust/
6039,,"the Civil Society Organization, Constitution-, Development Services Exchange, DSE, CSO, Parliament, Hon, Solomon Islands National Council of Women, Coalition of education, Guadalcanal Council, Solomon Islands Indigenous Peoples Human Rights Association, West Are’are Rokatanikeni Association","Honiara, Solomon Islands",a Parliamentary Democracy,https://www.solomonstarnews.com/acting-pm-replies-to-cso-petition-calling-for-resignation/
6040,"Solomon Islands, Pacific","the National Referral Hospital, NRH, MMF, the Indigenous Chamber of Commerce, the Honiara Technical Institute, the Police Training School, the Honiara Town Council, the National Parliament, the Regional Assistance Mission, Sogavare, the Malaita Ma’asina Forum","Taiwan, Wikipedia, Australia",Malaita Ma’asina Forum,https://www.solomonstarnews.com/dausabea-called-to-rest/
6041,Solomon Islands,"THE Democratic Coalition Government for Advancement (DCGA, the Democratic Coalition Government for Advancement (DCGA, the United Nation General Assembly, the Ministerial Group, the Task Force, the Foreign Relation Committee of Parliament, PM Sogavare, DPM, National Planning and Development Coordination, FOLLET","Taiwan, China, Solomon Islands, US, Beijing, the Solomon Islands, Caucus",Foreign Policy of ‘Friend to All and Enemy,https://www.solomonstarnews.com/former-dpm-on-sacking/
6042,,"Education, Baegu/Asifola, Garota, Ususue","Sulofolia, Lilifia, Guonatolo, Koliana village",,https://www.solomonstarnews.com/mp-to-prioritize-free-education/
6043,East Malaita,"Sunday Star, Provincial Assembly, MPA, SOLOMON","Leili Island, East Kwaio",,https://www.solomonstarnews.com/man-missing-at-sea-in-east-malaita/
6044,,"the Democratic Coalition Government for Advancement (DCGA, Guadalcanal, Churches, Women, the DCGA Government, the National Government, Productive, Agriculture and Livestock development, Fisheries, Lands Housing and Survey, Mines and Energy, Tina Hydropower, Provincial Governments and Communities","Guadalcanal Province, Solomon Islands",The Government,https://www.solomonstarnews.com/dcga-guadalcanal-policy-frameworks-aligned-say-maelanga/
6045,,,,,https://www.solomonstarnews.com/we-lost-confidence-in-gina/
6046,,"ACTING, Asian Development Bank, ADB, the Office of the Prime Minister & Cabinet, PMO, Alternate, Government, the Development Bank of Solomon Islands",Solomon Islands,,https://www.solomonstarnews.com/adb-officials-pay-courtesy-visit-to-acting-pm/
6047,,"Bosa, Apple, Solomon Island Gold Pty Ltd.","New Zealand, Australia",,https://www.solomonstarnews.com/in-court-with-assumpta-buchanan-d275/
6048,Solomon Islands,"THE World Health Organisation, WHO, World Mental Health, the WHO Mental Health Action Plan, the WHO Mental Health Gap Action Programme","Honiara, Solomon Islands",,https://www.solomonstarnews.com/who-commits-to-mental-health/
6049,,"Tatamba Police Post, Gao-Bugotu Constituency Office, the Solomon Star, the Ministry of Police, National Security and Correctional Services, the Police Post",Isabel Province,,https://www.solomonstarnews.com/constituency-funds-new-police-post/
6050,Solomon Islands,"the Government Communication Unit, South- South Cooperation, Sogavare, Rural Constituency Development Fund, RCDF, UN","the People’s Republic of China, Beijing, Solomon Islands",Signing of the MoUs represents the future and a new dawn,https://www.solomonstarnews.com/pm-meets-xi/
6051,the Guadalcanal Plains,"the Royal Solomon Islands Police Force, the Central Response Unit, CRU","Kolona Village, North Guadalcanal",Sergeant Waiparo,https://www.solomonstarnews.com/rsipf-uproot-over-1500-marijuana-plants-in-g-province/
6052,,WILSON SAENI,"China, Auki",,https://www.solomonstarnews.com/suidani-on-diplomatic-switch/
6053,Solomon Island,"Cabinet, Tongs Corporation, the Solomon Islands Government, State Owned Enterprises, Business Sector","China, Solomon Islands","As Leader of the Official Opposition, Wale, The Government of the People’s Republic of China",https://www.solomonstarnews.com/wale-accused-of-racial-disunity/
6054,,,"Solomon Islands, China, Beijing",,https://www.solomonstarnews.com/wale-questions-pm-s-statement/
6055,,Reuters,,,https://www.solomonstarnews.com/china-si-sign-deal-under-new-ties/
