,LOC,ORG,GPE,WORK_OF_ART,url
7090,Pacific Island Forum,"The National Parliament of Solomon Islands, the United Nations Development Programme, UNDP, the Government of New Zealand, Sustainable Development Goals, the National Parliament Honourable Ajilon Casper Nasiu, Climate Action, The Seminar for Members, UNDP Offices, UNDP Country Manager, Parliaments, the Sustainable Development Goals, New Zealand Government’s Ministry of Foreign Affairs and Trade","Solomon Islands, Honiara, Suva, Fiji, Kubota",,https://www.solomontimes.com/news/mps-receive-indepth-training-on-the-sdgs-and-risk-development/8725
7091,,"The Solomon Islands Government, SIG, Solomon Islands National Provident Fund Board, the Ministry of Finance, Treasury, SINPF, the Central Bank of Solomon Islands, Domestic Development Bonds, The Domestic Development Bonds, the SINPF Board, the Domestic Development Bonds, the Undersea Cable Project, Solomon Telekom Company Ltd, South Pacific Oil Ltd, Development Bond Agreement, SAA, the Public Finance Management Act 2013.Therefore, the Public Financial Management Act 2013.The, the Debt Management Unit",SINPFB,,https://www.solomontimes.com/news/sig-sinpf-sign-domestic-development-bonds-agreement/8711
7092,Small Island Developing States,"the Ministry of Foreign Affairs, External Trade, the Solomon Islands Government, the United Nations Secretariat, the UN Office of Legal Affairs, the UN Department of Economic and Social Affairs, the UN Department of General Assembly and Conference Management, the UN Office of the High, the UN Office of the High Representative for Least Developed Countries, Jennifer Corrin Barrister & Solicitor, LLB, the University of Waikato, the University of Nottingham, Wesley College, National Secondary School on Malaita, the Ministry of Foreign Affairs & External Trade","New York, New Zealand, UK, Office",,https://www.solomontimes.com/news/kenilorea-takes-up-mfaet-top-post/8710
7093,"South America, the west coast, North America, the Bering Strait, the Middle East","the US Geological Survey, USGS, UTS Geotechnical and Earthquake Engineering, The Ring of Fire, the Indo-Australian Plate, news.com.au","the Solomon Islands, Honiara, The Solomon Islands, Japan, New Zealand, Vanuatu, Papua New Guinea, Indonesia, India, China, US","""Ring of Fire, the Ring of Fire",https://www.solomontimes.com/news/magnitude-60-quake-strikes-solomon-islands/8709
7094,,"Parliament, Sogavare, the Coalition for Change, Transparency International’s, the United Nations Convention against Corruption, UNCAC, SIBC News",,,https://www.solomontimes.com/news/we-are-not-that-bad-sogavare-on-corruption/8707
7095,,"the Pacific Islands Trade & Invest, PT&I, CCDL","the Solomon Islands, Auckland’s, New Zealand, Malaysia, Isabel, Garanga, Maringe District, Isabel Province, Tatamba village, Honiara",,https://www.solomontimes.com/news/solomon-islands-cocoa-showcased-at-pasifika-festival/8705
7096,Port Moresby,"PNG, Manus, Supreme Court, Homeland Security, State, Turnbull, Obama, UNHCR, AP","Australia, Papua New Guinea, the United States, Manus Island, Nauru, Cambodia, US, Washington",,https://www.solomontimes.com/news/refugees-may-remain-in-png-if-us-resettlement-fails/8722
7097,Pacific,"Chair of the Pacific Islands Development Forum, PIDF, the 5th Pacific Islands Development Forum, PIDF Secretariat, Peni Lomaloma, Organisation, Hon Sogavare, Regional Governments and Territories, the Civil Society","Suva, Honiara, Lomaloma",,https://www.solomontimes.com/news/solomon-islands-to-host-5th-pidf-summit-in-august/8724
7098,"Ms Olivia, Pacific, the Solomon Islands'","the National Referral Hospital, Belaha, the National Referral Hospital's, the Ministry of Health and Medical Services, WHO, roadmap towards universal health, the Sustainable Development Goals, the Public Services Ministry, the Ministry of Infrastructure Development","Malatoha, the Solomon Islands, Honiara, the Solomon Islands', Cuba, the Republic of Korea",,https://www.solomontimes.com/news/who-assists-in-bringing-health-closer-to-homes-in-the-solomon-islands/8714
7099,Christmas Island,the Waigani District Court,"Papua New Guinea, Fiji",,https://www.solomontimes.com/news/iranian-refugee-sawaris-png-trial-deferred-to-end-of-month/8708
7100,"Solomon Islands, Europe","Solomon Islands Mission, The Solomon Islands High Commission, The London Mission, The Ministry of Foreign Affairs, External Trade, Government, the Ministry of Foreign Affairs, The Solomon Islands Government, International Organizations, the Commonwealth Secretariat, International Maritime Organisation","London, the United Kingdom, Solomon Islands, Brussels, Belgium, Geneva, Switzerland, The United Kingdom, Northern Ireland",Affaires for the London Mission,https://www.solomontimes.com/news/solomon-islands-london-mission-opens/8723
7101,"Central, Russell Island, Solomon Islands","Solomon Islands Dive Expeditions, the SIDE Website Ultimate Photo Competition, Ngella, Marovo Lagoon",Solomon Islands,,https://www.solomontimes.com/news/solomon-islands-dive-expeditions-sponsors-photography-contest-worth-sbd17-million/8706
7102,Austral Islands,"Woolley, Samoan/Tongan pole club, Vanuatu","UK, Santa Cruz, Solomon Islands, the Santa Cruz Islands, the Solomon Islands, Trichoglossus",,https://www.solomontimes.com/news/feather-money-from-solomon-islands-top-tribal-antiquities-sale/8704
7103,,"Treasury, Government Finance, the Public Financial Management System, “The DCCG Government",,,https://www.solomontimes.com/news/cash-flow-stable-rini/8712
7104,Solomon Islands,"the Green Climate Fund, the Tina Hydro Project, the Tina Hydro Project Office, the Ministry of Mines, Energy and Rural Electrification, the Investment Corporation, Communication and Aviation, Non-Governmental Organisations, DPM, Korean Water Corporation (KWater, Hyundai Engineering Corporation, GCF, the Tina River Hydro Power Project, the GCF Board, the United Nations Framework Convention on Climate Change, TRHPP, Civil Society Organizations, Impressive, TRHPP.“With, USD$101M, SIG, the World Bank, Economic Development Corporation Fund, the Asian Development Bank, Island Nation","Solomon Islands, South Korea, South Korea’s",,https://www.solomontimes.com/news/government-secures-multimillion-dollar-funding-for-tina-hydro-project/8719
7105,Frieda River,"Guangdong Rising Assets Management, the Communist Party, the Frieda River Copper-Gold Project, PNG","Papua New Guinea's, China, PNG.Two, PanAust",,https://www.solomontimes.com/news/chinese-intvestor-with-png-interests-being-probed/8735
7106,Pacific,"The Australian Federal Police, Australian Department, Defence, the Royal Solomon Islands Police Force, AFP, Timor Leste, RSIPF Transnational Crime Unit Office, AOLA Base RSIPF Maritime Division, PPF, TCU, the Australian Defence Force, DEPSEC Penny Williams, the Defence Cooperation Program, DCP, the Pacific Patrol Boat Program, RSIPV Auki, the RSIPF Maritime Division, Hells Point, Australian Defence Force Maritime Advisors, Australian High Commission","Belinda, the Solomon Islands, Honiara, Australia, Press Release",,https://www.solomontimes.com/news/new-transnational-crime-unit-office-opening/8726
7107,,"Motion in Parliament, the White Paper, Women in Parliament, the Electoral Reform Taskforce, TSM, General Elections","Solomon Islands, Honiara City, the Province/Honiara City",,https://www.solomontimes.com/news/government-supports-tsm-for-women-in-parliament/8720
7108,,"Australian Direct Aid, the Special Development Centre School, The NSW Legislative Assembly, The Ministry of Education and Human Resources Development, “The Australian Government, The Australian Government’s, the Australian High Commission, Mud Alley","Tandai, Honiara, Kaikai, Solomon Islands",,https://www.solomontimes.com/news/australia-funds-special-development-centre-sdc-kaikai-house-for-students-with-special-needs-guadalcanal/8717
7109,,"Munda, Scuba Schools International","The Solomon Islands, Munda, Western Province, New Zealand",,https://www.solomontimes.com/news/young-diver-gets-international-accreditation/8734
7110,"West Papua, West Papuan, Solomon Islands, the Solomon Islands","the Royal Solomon Island Police Force, the Indonesian National Police, the Melanesian Spearhead Group, MSG, the Front de Libération Nationale Kanak, FLNKS, the United Liberation Movement, ULMWP, PNG, the ministry of police, Royal Solomon Islands Police Force","the Solomon Islands, Indonesia, The Solomon Islands, West Papuan, Melanesian, Fiji, Papua New Guinea, New Caledonia, France, Jakarta, ULMWP",,https://www.solomontimes.com/news/solomon-islands-seeks-balance-in-relations-with-indonesia-and-west-papua/8718
7111,"Arctic, the Solomon Islands","Abercrombie, Kent, Boeing, Abercrombie & Kent, Travel Solomons, Panpipe, Solomon Islands Visitors Bureau, Columbia","the Solomon Islands, Polynesia, Philippines, Mongolia, Uzbekistan, Iceland",,https://www.solomontimes.com/news/solomon-islands-in-vip-worldwide-tour-for-second-year-running/8727
7112,,"The Solomon Islands Ports Authority, SIPA, Board of Directors for SIPA, the Board, Management, Reports, 2011.The, the State Owned Enterprises Act and International Financial Reporting Standards, KPMG Fiji, the Office of the Auditor General, the Management of SIPA, the Board and Management",SIPA,,https://www.solomontimes.com/news/sipa-announces-sbd122million-in-profits/8729
7113,the Solomon Islands,"Telekom Television, NS4, DUET™, CEC™, Telekom Television’s, Intelsat, Digital Television",the Solomon Islands,,https://www.solomontimes.com/news/hdtv-heading-into-solomon-islands-via-avcomm/8721
7114,Pacific,"the Australian Federal Police, AFP, SBS, The Solomon Islands Police Development Program, SIPDP, DFAT (Australian Department of Foreign Affairs, the Solomon Islands Government, SBS World News","the Solomon Islands, Papua New Guinea",,https://www.solomontimes.com/news/afp-officers-to-remain-after-ramsi/8730
7115,,"Huawei, The Solomons Star, the Asia Development Bank, Canberra, the Australian Secret Intelligence Service, Sydney Morning Herald, Pacific News Minute","Australia, the Solomon Islands, Honiara, Sydney",,https://www.solomontimes.com/news/sogavare-denies-bribery-allegations/8731
7116,"the Solomon Islands, South America","The Field Museum, Uromys, the Journal of Mammalogy, AAP","the Solomon Islands, Chicago, Vangunu Island, Poncelet",PhD,https://www.solomontimes.com/news/elusive-giant-rat-finally-caught/8733
7117,"Solomon Islands, the Solomon Islands","the Solomon Islands Government, the Australian Government, the Australian High Commission, Australian High Commission Office","Solomon Islands, Australia, the Solomon Islands, Lilisiana, Auki, Honiara",,https://www.solomontimes.com/news/dr-sharman-stone-reflects-on-recent-visit-to-solomon-islands/8728
7118,the Battle of,"the U.S.S. Juneau, Guadalcanal, Petrel, National Geographic, Navy, the Naval History and Heritage Command, The U.S.S Juneau, the U.S.S. Lexington, Musashi","Atlanta, the Solomon Islands, St. Patrick, St. Patrick’s, Waterloo, Iowa, Pearl Harbor, Santa Cruz Islands, Indianapolis, the Northern Mariana Islands, Artigliere","The Fighting Sullivans, Battle of Coral Sea",https://www.solomontimes.com/news/uss-juneau-wreck-discovered-in-the-solomon-islands/8744
7119,Solomon Islands,"Munda, Radio New Zealand, the Solomon Times, Solomons - Solomon Airlines, the Solomon Islands National Statistics Office","the Solomon Islands, New Zealand, New Georgia Island, IE, Honiara, Brisbane Int'l, the Solomon Islands', Munda, Gizo, Marovo",,https://www.solomontimes.com/news/munda-international-airport-set-to-open-in-mid-2018/8736
7120,the Pacific Ocean,"The US Geological Survey, the Titiana Community, the United Nations Development Program, UNDP","Auki, the Solomon Islands, the Western Province, Gizo, Japan",,https://www.solomontimes.com/news/53-magnitude-tremor-recorded-near-auki-town/8737
7121,,"the Solomon Islands National Statistics Office, SINSO, Solomon Islands Visitors Bureau, SIVB, Tuamoto, MICE, the Coral Sea Resort & Casino, the Ministry of Culture & Tourism, Carnival Australia, P&O Cruises","the Solomon Islands, New Zealand, USA, Fiji, Papua New Guinea, Honiara",,https://www.solomontimes.com/news/solomon-islands-cracks-the-25000-international-visitor-mark/8743
7122,"Pacific Island, Small Island Developing States, Africa, the Asia-Pacific region, Latin America","United Nations, the Committee for Development Policy, CDP, UN, the UN Economic and Social Council, the UN General Assembly, the University of Essex, the UN Commission, CSW, Ocampo, the UN Office of the High Representative for the Least Developed Countries, Vanuatu, Timor-Leste","Bhutan, the Solomon Islands, the United Kingdom, New York, Cabo Verde, Equatorial Guinea, Maldives, Samoa)The, Angola, Nepal, Myanmar",,https://www.solomontimes.com/news/solomon-islands-set-to-graduate-from-worlds-poorest-list/8745
7123,Oceania,"Oceania Rugby, Rugby Australia, St Ignatius College, Buenos Aires","Sydney, Australia, the Cook Islands, Fiji, New Zealand, Papua New Guinea, Samoa, Solomon Islands, Tonga",,https://www.solomontimes.com/news/oceania-rugby-under-18s-sevens-championship-announced/8746
7124,,"the Solomon Islands Melanesian Arts & Cultural Festival, the Solomon Islands Government, the Intellectual Property Rights of, the Culture Division of the Ministry of Culture and Tourism","Melanesia, Honiara",Past Recollections; Future Connections,https://www.solomontimes.com/news/call-open-for-festival-theme-song/8755
7125,"Pacific, the Pacific Islands",UNICEF,"Suva, Fiji",,https://www.solomontimes.com/news/fiji-welcomes-2018s-first-baby/8738
7126,"Pacific island, the 992-island archipelago, the Solomon Islands","The Solomon Islands Customs and Excise Division, ASYCUDA World, The UNCTAD Automated System for Customs Data, Department of Foreign Affairs and Trade","Solomon Islands, Australia",,https://www.solomontimes.com/news/solomon-islands-customs-collect-record-sbd1-billion/8741
7127,"Solomon Islands, Europe, Earth","The Central Bank of the Solomon Islands, the World Coin Association, MDM Group, the Currency and Banking Operations Department, CBOD, the Central Bank","Germany, Buckingham",The Queen,https://www.solomontimes.com/news/cbsi-issues-gold-coin-note/8739
7128,"the South Pacific, Port Moresby","The Department of Foreign Affairs, PNG, Vocus, the Australian Government, Huawei, Turnbull, ABC, The World, way”","Australia, the Solomon Islands, Papua New Guinea, The Solomon Islands",,https://www.solomontimes.com/news/vocus-selected-to-scope-undersea-cable-for-solomon-islands-and-png/8740
7129,"Earth, Pacific, Pacific Ocean, Asia","Vanuatu, Current Biology1, Nature Ecology & Evolution2, Harvard Medical School, Papuan, the Max Planck Institute for the Science of Human History, the Australian National University, the University of Auckland in New Zealand, the Max Planck Institute for Evolutionary Anthropology","Papua New Guinea, Lapita, Taiwan, Vanuatu, Boston, Massachusetts, Jena, Germany, Austronesian, Canberra, Leipzig, Indonesia",Austronesian,https://www.solomontimes.com/news/clues-to-remote-pacific-islands-population-puzzle/8742
7130,the Solomon Islands',"Moody's Investors Service, the Public Financial Management Act, the Regional Assistance Mission, LOW INCOMES, The Medium-Term Development Strategy, Worldwide Governance Indicators, Oceanic Cable, the Gold Ridge Mine, Dec/Dec","the Solomon Islands', Australia, China, Hydro",,https://www.solomontimes.com/news/moodys-affirms-solomon-islands-b3-rating/8732
7131,"Pacific, waters?Nobody, the Pacific Islands’, Pacific islands","Forum Fisheries Agency, FFA, Navy, HMNZS Hawea, the NZ Defence Force, Air, NZDF, the Ministry of Primary Industries","Suva, Fiji, New Zealand, Australia, the United States, New Zealand's",,https://www.solomontimes.com/news/fijis-efforts-to-keep-fish-in-the-sea/8747
7132,,"Vanuatu, the Beach Volleyball World Tour, Commonwealth Games","Coolangatta Beach, Vanuatu",,https://www.solomontimes.com/news/vanuatu-celebrates-another-medal-win/8764
7133,"Solomon Islands, the Mataniko River","Solomon Islands Visitor Bureau, SIVB, Wilson",Honiara,,https://www.solomontimes.com/news/solomon-islands-tourism-industry-mourns-tragic-loss-of-sivb-officer/8772
7134,,"Royal Solomon Islands Police Force, the National Response Department, NIOA PTY Ltd, Glock Asia","Australia, Hong Kong",,https://www.solomontimes.com/news/local-officers-certified-in-arms-management/8765
7135,,"Solomon Airlines, Hawker Pacific","Honiara, Lata, Cairns, Queensland",,https://www.solomontimes.com/news/dash-8-forced-to-turn-back-after-mechanical-issues/8770
7136,the Commonwealth Games',Etene Nanai-Setro,"New Zealand, Australia, South Africa, Glasgow, Fiji, Wales, New Zealand's","The All Black Sevens, Laidlaw",https://www.solomontimes.com/news/new-zealand-wins-commonwealth-rugby/8768
7137,"Solomon Islands, Pacific Island Countries, the Pacific Region","Commonwealth, the Solomon Islands Diplomatic Office","Small Island Development States, London, Press Release",,https://www.solomontimes.com/news/prime-minister-meets-prince-charles/8771
7138,,Hon,Papua New Guinea's,,https://www.solomontimes.com/news/png-passes-tougher-gun-laws/8762
7139,the South Pacific,"Turnbull, Fairfax Media, Vanuatu, the Australian Broadcasting Corporation, ABC, Nine News","Australia, Beijing, New Zealand, Papua New Guinea, China, Vanuatu",,https://www.solomontimes.com/news/china-military-base-talks-denied/8758
7140,,"World Bank, Tina River Hydropower Development Project, the Solomon Islands Government, The World Bank, the Japan Social Development Fund, Guadalcanal, World Bank Country Representative, the Tina River Hydropower Development Project, Hon, the Tina River Project, the Tina River Hydropower Project","Solomon Islands, Malango, Bahomea, the Solomon Islands",,https://www.solomontimes.com/news/solomon-islands-sign-agreement-worth-usd28m-with-world-bank/8773
7141,"Solomon Islands, Fauro Islands, Toumoa","the Taro Police Station, Immigration Department, the Immigration Department, Solomon Airlines, PPC, the Director Immigration, Provinces, Royal Solomon Islands Police Media","Choiseul Province, Ukraine, Papua New Guinea, the Shortland Islands, Taro, Honiara, Solomon Islands",,https://www.solomontimes.com/news/taro-police-detains-ukrainian-national/8767
7142,"Pacific, Pacific Island","the United Nations Children’s Fund, the New Zealand Ministry of Foreign Affairs and Trade, The Government of New Zealand, UNICEF Pacific Representative, MFAT, the New Zealand Government, UNICEF Pacific Office","Kiribati, the Solomon Islands, Vanuatu, the Republic of Vanuatu, Fiji, the Republic of Kiribati, New Zealand's, Press Release",,https://www.solomontimes.com/news/solomons-gets-more-support-on-childrens-health/8769
7143,,"the Autonomous Bougainville Government, ABG, BCL","New Guinea, Bougainville, Panguna",,https://www.solomontimes.com/news/landowner-consensus-preferred-for-paguna-mine-site/8763
7144,"Northern, Central","Red Cross, Cyclone, Tuinuku, Lautoka, Sigatoka, the Lomolomo Public School, the Lovu Sangam School, the Naidovi Primary School, the Eastern Division, The Ministry of Education","Fiji, Kadavu, Nawaka, Rakiraki, Ba, Tavua, Nadi",,https://www.solomontimes.com/news/fiji-in-recovery-after-josie-and-keni/8761
7145,"Solomon Islands, Pacific islands, face?Solomon Islands","Ontong Java, Reef, Goldie College Secondary School, National Climate Change, the Ministry of Environment, Disaster Management and Meteorology, MECDM, the Ministry of Mines, Energy, Rural Electrification, MMERE, the Ministry of Agriculture and Livestock, the Solomon Islands Water Sector Adaptation Project, Automatic Weather Stations, Solomon Islands Government, SWOCK, UN REDD, SIWSAP, the Adaptation Fund, Developed Country Fund, the Western Provincial Government, Gizo","Solomon Islands, the Temotu Province, Malaita Province, the Western Province, Santa Catalina, Makira Province, Gizo, Honiara, Gizo, Western Province","the Strongem Waka lo Community, ‘Building Resilience of Health Systems in Pacific Island",https://www.solomontimes.com/news/sharing-an-insight-on-climate-change/8766
7146,,"Parliament, Gizo/Kolombangara, Parliament for Western Province, Tanagada, the University of Waikato, Kukudu Adventist College, Burnscreek Adventist","Solomon Islands, New Zealand, The Solomon Islands, Honiara",,https://www.solomontimes.com/news/history-made-at-byelection/8774
7147,the Gold Coast,Radio New Zealand,"the Solomon Islands, Australia, Canada",,https://www.solomontimes.com/news/first-comm-games-medal-for-solomon-islands/8752
7148,Cook Islands,"Commonwealth Games, Maori Television, the Commonwealth Games Federation","Solomon Islands, Vanuatu, the Cook Islands, Solomon Islands’",,https://www.solomontimes.com/news/pacific-countries-make-history-with-medal-win/8760
7149,Solomon Islands,"the Australian Government, Solomon Islands Government, Australian High Commission","Honiara, Australia, Solomon Islands",,https://www.solomontimes.com/news/findings-from-undersea-cable-study-presented/8756
7150,,PCDF,,,https://www.solomontimes.com/news/sbd37-billion-budget-passed/8751
7151,Pacific,"the International Maritime Organisation, CO2, Paris Climate Change, Marshall Islands","London, Panama, Brazil",,https://www.solomontimes.com/news/push-against-shipping-emissions-continues/8759
7152,Small Island,"the Solomon Islands Government, this Climate Change, The Solomon Islands Climate Change, the Pacific Climate Change Finance Assessment Framework, vii, the National Development Strategy 2016–2035","Solomon Islands, vi",,https://www.solomontimes.com/news/solomon-islands-climate-change-and-disaster-risk-finance-assessment-report-released/8748
7153,,"IMF, IMF Communications Department",the Solomon Islands,,https://www.solomontimes.com/news/imf-stands-ready-to-support-reform-efforts/8791
7154,,"The Solomon Islands Electoral Commission, Gizo/Kolombangara, the National Parliament of Solomon Islands, the Legislative Assembly, the Gizo/Ranongga/Simbo/Kolombangara","Western Province, Gizo, Kolombangara",,https://www.solomontimes.com/news/byelection-for-gizokolombangara-in-may/8749
7155,,"the National hospital, the National Referral Hospital, the Ministry of Health and Medical Services",Solomon Islands,,https://www.solomontimes.com/news/drug-shortage-causes-alarm/8775
7156,,"the Vanuatu Christian Council, VCC, Port Vila, the Vanuatu National Council of Women (VNCU, Port Vila Ministers Fraternal, the Malvatumauri council of chiefs, the Vanuatu Youth Council, Parliament, the Senate of, the University of the South Pacific, UN",Vanuatu,"The Church Statement on Biblical Sexually, Affirmed that God has designed marriage to be a covenantal, sexual, procreative, lifelong union of one man and one woman",https://www.solomontimes.com/news/vanuatu-civil-society-petitions-same-sex-marriage/8754
7157,"Asia, Pacific, Pacific Islands Forum, Asia-Pacific Economic Co-","Indo-Pacific"", Overseas Private Investment Corporation, the Japanese Bank for International Co-, Canberra, Apec","Australia, US, Japan, China, Beijing, Belt, the Solomon Islands, Papua New Guinea, Nauru",,https://www.solomontimes.com/news/investment-alliance-seeks-to-counter-chinas-pacific-influence/8792
7158,Easter,"Disaster Management, Keni, Mamanuca, Totoya, Matanuku, Lautoka, Sigatoka, Navua, Lomaiviti","Fiji, Nadi, Kadavu, Beqa, Vatulele, Lau, Vatulele, Beqa, Moala, Yasawa",,https://www.solomontimes.com/news/fiji-braces-for-keni/8753
7159,"South Pacific, the Solomon Island, Skull Island, Kennedy Island, the Solomon Islands","Fiji Airways’, Guadalcanal, Henderson Field, the Vilu War Museum, WWII American Jeep, the Peter Joseph WWII Museum, WWII Grumman, Fatboys, The San Diego Union-Tribune","the Solomon Islands, Australia, Sharen, Los Angeles International Airport, Fiji, Honiara, Lumatapopoho Village, sandy beach, the United States","Bonegi 2, Fatboys Resort",https://www.solomontimes.com/news/solomon-islandsa-deep-dive/8757
7160,,"Caritas Technical Secondary School, PNG, National Capital District, Radio New Zealand, RNZ",Papua New Guinea's,,https://www.solomontimes.com/news/pom-governor-urges-end-to-mistreatment-of-women/8790
7161,Pacific Islands,"The World Bank’s Board of Executive Directors, the International Development Association, IDA, the World Bank’s, the Strategic Climate Fund, DPL","Solomon Islands, the Solomon Islands, Honiara, Papua New Guinea",the Global Environment Facility,https://www.solomontimes.com/news/world-bank-approves-new-energy-project/8779
7162,"Pacific, Pacific Island","PNG, Mr Turnbull, Huawei, the Chinese Government, the Solomon Islands Government, The Australian Government, Vocus, Global Times, Biketawa, the Pacific Islands Forum, The Global Times, The New Zealand Government, China Foreign Ministry","Australia, the Solomon Islands, Papua New Guinea, China, Brisbane, Beijing, New Zealand",the Biketawa Declaration,https://www.solomontimes.com/news/undersea-cable-project-endorsed/8776
7163,Western Province,"The Western Provincial Government, UNDP, The Western Province Women’s Empowerment and Transformation Policy for Development, Ward 21, the Ministry of Women, Youth, Children and Family Affairs, the Western Provincial Government Executive, the Provincial Assembly, the National Development Strategy, ”The UN Peacebuilding Fund, the Ministry of National Unity, Reconciliation and Peace","Western Province, Gizo, Marovo, Solomon Islands, Press Release, UNDP",,https://www.solomontimes.com/news/western-province-launches-first-ever-womens-policy/8781
7164,"the Mataniko River, Solomon Islands, the Solomon Islands","Tuamoto, Tourism Forum, Ministry of Culture & Tourism, MCT, Sivoro, SI Visitors Bureau, ANZ BankAddress:, ANZBSBSBBSB Number","Solomon Islands, the Solomon Islands, Honiara",,https://www.solomontimes.com/news/tourism-solomons-creates-trust-fund-for-lost-officers/8787
7165,,"The International Monetary Fund, An International Monetary Fund, Ms Stuart, the Constituency Development Funds, IMF Communications Department",the Solomon Islands,,https://www.solomontimes.com/news/decline-in-growth-rates-for-2019-imf/8789
7166,,the Central Bank of Solomon Islands,U.S.,,https://www.solomontimes.com/news/new-40-note-includes-braille-features/8778
7167,Solomon Island Pijin,"Brisbane Adventist College, BAC, a Sonship Action Team, Adventist Church, Batuna Adventist Vocational School","Brisbane, Queensland, Australia, Batuna, Solomon Islands, the Solomon Islands, Papua New Guinea",,https://www.solomontimes.com/news/batuna-adventist-church-receives-support/8785
7168,,"PNG Post-Courier, the PNG Government, the PNG-Solomon Islands, PNG/Solomon Islands","Papua New Guinea’s, the Solomon Islands, Honiara",,https://www.solomontimes.com/news/yakasa-concludes-mission/8784
7169,,"the University of the South Pacific, US State Department, Pacific Islands Professional Fellows Program, NTO, PR, Tuamoto, Solomon Islands Visitor's","Honiara, the Solomon Islands, Papua New Guinea, Brisbane, Sydney, Australia",,https://www.solomontimes.com/news/tourism-officer-appointed-for-australian-portfolio/8782
7170,"Pacific, the Solomon Islands, Pacific Islands, Pacific Island Forum, Pacific islands","eTrade, UNCTAD, Rapid eTrade Readiness Reports, Reuters, Island Sun, ASYCUDA, Vanuatu, Rapid eTrade Readiness Assessment, Porta Vila, “Vanuatu, “The Rapid eTrade Readiness Assessments for Vanuatu, the United Nations, the Rapid eTrade Readiness Assessments of the Solomon Islands, the Enhanced Integrated Framework, EIF","Solomon Islands, the Solomon Islands, Vanuatu, Australia, Brisbane, Papua New Guinea, Honiara, New Zealand, Samoa, The Solomon Islands",,https://www.solomontimes.com/news/solomon-islands-prepares-for-ecommerce/8788
7171,Press Conference,"The Solomon Islands Government, the National Referral Hospital, NRH, Solomon Islands Medical Association (SIMA, National Referral Honiara, the national referral hospital, Social Media, The Ministry of Health and Medical Service","Honiara, Solomon Islands, the Solomon Islands, Operating",,https://www.solomontimes.com/news/shortage-of-medical-supplies-reaches-crisis-point/8780
7172,"the South Pacific, the Pacific islands, west coast, the Guadalcanal coast, the Tina River","Guadalcanal, Indo-Pacific, the Bureau of East Asian and Pacific Affairs, The World Bank, Huawei, the United States Navy, Henderson Field, Seabees, Chinese Association, the World Bank, the AXF Group","Guadalcanal, Solomon Islands, Australia, Honiara, the Solomon Islands, the United States, China, Papua New Guinea, Sydney, Canberra, Washington, Beijing",,https://www.solomontimes.com/news/a-new-type-of-battle-for-guadalcanal/8783
7173,"Western, the South Pacific, Asia, the Solomon Islands","the University of Queensland, Makaru","Beniamia Islands, the Solomon Islands, O.K., Australia, Beniamina, Abba","The Seaweed King, Rambo",https://www.solomontimes.com/news/rising-sea-level-a-constant-threat/8786
7174,"Solomon Islands, the South Pacific, Russell Islands, the Galapagos","Solomon Islands Discovery, Solomon Airlines, SIDC, Guadalcanal, Vanuatu, ~US$1835/~1594 Euros","Honiara, Brisbane-Honiara, Florida, U.S., Papua New Guinea",,https://www.solomontimes.com/news/solomon-islands-discovery-cruises-announces-exciting-new-adventures/8807
7175,Solomon Islands,"Stade, the OFC U-19 Championship, FIFA","New Caledonia, Tahiti, India, the Solomon Islands",,https://www.solomontimes.com/news/strong-statement-by-solomon-islands-in-opener/8800
7176,,"The Solomon Islands Electoral Commission, the 2018 Voter Registration Update, National General Election, Mr Nasiu, National General Elections, SIEC, the Biometric Voter Registration, BVR, the Electoral Commission, the National Parliament Electoral Provisions Act, the Australian Government, the European Union, the United Nations Development Programme, UNDP",Honiara,,https://www.solomontimes.com/news/voter-registration-launched/8801
7177,,"The Parliamentary Bills and Legislations Committee, Radio New Zealand",Solomon Islands',,https://www.solomontimes.com/news/solomon-islands-passes-new-electoral-laws/8809
7178,"Jurong Bird Park, Asia","Indo-Pacific, Wildlife Reserves Singapore, Weltvogelpark Walsrode","Solomon Islands, Singapore, Tinakula, Mynah, Bulbul, Jurong, Jurong Hill, Germany, Jurong Bird Park",,https://www.solomontimes.com/news/solomon-islands-sends-endangered-doves-to-singapore/8806
7179,"Pacific, Pacific Island","The Australian Government, Pacific, the Australia-Pacific Technical College, APTC, the Australia Pacific Training Coalition",Australia,,https://www.solomontimes.com/news/australia-continues-to-invest-in-pacific-skills/8799
7180,,"The Solomon Islands Government’s, PCDF, the Provincial Governance strengthening Programme, the Ministry of Provincial Government and Institutional Strengthening, the Solomon Island Government, UNDP, UCDF, EU, SBD10.8m, Administration, Agriculture, Education, Health, Income Generation, Roads & Infrastructure, Water & Sanitation, Fisheries & Marine, Women Development, Environment, Health, Fisheries & Marine, MPGIS","Solomon Islands, Malaita province, Malaita Province",,https://www.solomontimes.com/news/provincial-capital-development-fund-continues-to-touch-lives/8805
7181,the Solomon Island,"ADF, Indo-Pacific Endeavour Task Group, the Honiara Referral Hospital, the Royal Solomon Islands Police Force, the Joint Task Group, the Australian High Commission, The Royal Solomon Islands Police","Bellona Island, Solomon Islands, Honiara",,https://www.solomontimes.com/news/australia-rescues-survivors-of-brutal-attack/8804
