,url,date,title,tag,location,print_url
11441,https://matangitonga.to/2012/05/11/grant-ofee-tongas-new-police-commissioner,2012-05-11," Grant O'Fee, Tonga's new Police Commissioner  ", Government ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7488
11442,https://matangitonga.to/2012/05/11/pacific-becomes-leading-producer-oxygen,2012-05-11, Pacific becomes a leading producer of oxygen , Pacific Islands ,"Noumea, New Caledonia",https://matangitonga.to/print/7489
11443,https://matangitonga.to/2012/05/10/volunteers-show-power-tonga%E2%80%99s-youth-leadership-strengthening-red-cross-activities,2012-05-10, Volunteers show power of Tonga’s youth leadership in strengthening Red Cross activities , People ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7482
11444,https://matangitonga.to/2012/05/10/alcatel-lucent-wins-contract-lay-tonga-fibre-optic-submarine-cable,2012-05-10, Alcatel-Lucent wins contract to lay Tonga fibre-optic submarine cable  , Communications ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7487
11445,https://matangitonga.to/2012/05/10/island-biodiversity-focus-usd17-million-project,2012-05-10, Island biodiversity focus of USD$1.7 million project , Pacific Islands ,"Apia, Samoa",https://matangitonga.to/print/7486
11446,https://matangitonga.to/2012/05/09/judo-raises-profile-tonga-and-its-sports-people,2012-05-09, Judo raises the profile of Tonga and its sports people , Sports ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7485
11447,https://matangitonga.to/2012/05/09/police-call-community-watch-support-fight-organized-crime-nukualofa,2012-05-09, Police call for community watch support to fight organized crime in Nuku'alofa , Police and Crime ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7484
11448,https://matangitonga.to/2012/05/09/burglars-injure-victim-violent-robbery,2012-05-09, Burglars injure victim in violent robbery , Police and Crime ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7483
11449,https://matangitonga.to/2012/05/09/king-and-queen-tonga-attend-diamond-jubilee-queen-elizabeth-ii,2012-05-09, King and Queen of Tonga attend Diamond Jubilee of Queen Elizabeth II , Press Releases ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7481
11450,https://matangitonga.to/2012/05/09/northhampton-saints%E2%80%99-soane-tongauiha-visit-tonga-during-his-charity-testimonial-year,2012-05-09, Northhampton Saints’ Soane Tonga'uiha to visit Tonga during his charity testimonial year , Sports ,"Northampton, United Kingdom",https://matangitonga.to/print/7480
11451,https://matangitonga.to/2012/05/08/solar-mother-delights-sopu-families-first-electric-lights-their-homes,2012-05-08, Solar mother delights Sopu families with first electric lights for their homes , Women ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7479
11452,https://matangitonga.to/2012/05/07/nrbf-board-member-pleads-guilty-assault,2012-05-07, NRBF Board Member pleads guilty for assault  , From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7475
11453,https://matangitonga.to/2012/05/07/justice-shuster-i-am-tough-and-firm-i-am-fair,2012-05-07," Justice Shuster: I am tough and firm, but I am fair ", From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7474
11454,https://matangitonga.to/2012/05/05/king-tupou-vi-opens-new-modern-vaiola-hospital,2012-05-05, King Tupou VI opens new modern Vaiola Hospital  , Health ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7473
11455,https://matangitonga.to/2012/05/04/dr-havea-first-chairman-new-national-retirement-benefits-scheme,2012-05-04, Dr Havea first chairman of new National Retirement Benefits Scheme , Business ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7470
11456,https://matangitonga.to/2012/05/03/justice-charles-cato-replaces-justice-shuster,2012-05-03, Justice Charles Cato replaces Justice Shuster  , From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7469
11457,https://matangitonga.to/2012/05/03/kizuna-binds-japan-and-pacific-islands,2012-05-03," ""Kizuna"" binds Japan and Pacific islands ", Press Releases ,"Tokyo, Japan",https://matangitonga.to/print/7468
11458,https://matangitonga.to/2012/05/03/imf-boosts-lending-low-income-countries,2012-05-03, IMF boosts lending to low-income countries , Press Releases ,"Washington DC, USA",https://matangitonga.to/print/7466
11459,https://matangitonga.to/2012/05/03/un-fights-advance-media-freedom,2012-05-03, UN fights to advance Media Freedom , News Media ,"Paris, France",https://matangitonga.to/print/7464
11460,https://matangitonga.to/2012/05/02/father-imprisoned-six-years-incest,2012-05-02, Father imprisoned for six years for incest , From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7463
11461,https://matangitonga.to/2012/05/02/crown-prince-tupoutoa-ulukalala-closes-parliament,2012-05-02, Crown Prince Tupouto'a 'Ulukalala closes parliament , Parliament ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7462
11462,https://matangitonga.to/2012/05/01/parliament-passes-two-bills-special-sitting,2012-05-01, Parliament passes two bills at special sitting , Parliament ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7461
11463,https://matangitonga.to/2012/05/01/four-cabinet-ministers-take-new-portfolios,2012-05-01, Four Cabinet Ministers take up new portfolios , Government ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7460
11464,https://matangitonga.to/2012/05/01/five-men-arrested-armed-robbery-over-weekend,2012-05-01, Five men arrested for armed robbery over weekend , Police and Crime ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7459
11465,https://matangitonga.to/2012/05/01/school-principals-need-leadership-mentors,2012-05-01, School principals need leadership mentors , Education ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7458
11466,https://matangitonga.to/2012/04/30/trfu-approves-formation-new-tonga-rugby-union,2012-04-30, TRFU approves the formation of a new Tonga Rugby Union  , Sports ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7455
11467,https://matangitonga.to/2012/04/30/appeal-court-reduces-13-years-imprisonment-rapist,2012-04-30, Appeal Court reduces 13 years imprisonment for rapist , From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7449
11468,https://matangitonga.to/2012/04/30/tongan-royals-wed-july-12,2012-04-30, Tongan royals to wed on July 12 , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7452
11469,https://matangitonga.to/2012/04/30/tongas-newest-hotel-scenic-hotel-tonga,2012-04-30," Tonga's newest hotel, the Scenic Hotel Tonga ",  ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7451
11470,https://matangitonga.to/2012/04/30/justice-burchett-retires-tongas-court-appeal,2012-04-30, Justice Burchett retires from Tonga's Court of Appeal  , From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7450
11471,https://matangitonga.to/2012/04/27/first-six-directors-elected-national-retirement-fund-board,2012-04-27, First six directors elected for national retirement fund board , Business ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7448
11472,https://matangitonga.to/2012/04/26/tonga-bids-host-2019-pacific-games,2012-04-26, Tonga bids to host 2019 Pacific Games  , Sports ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7447
11473,https://matangitonga.to/2012/04/25/new-government-newspaper-launch-next-month,2012-04-25, New government newspaper to launch next month , News Media ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7445
11474,https://matangitonga.to/2012/04/24/crime-team-cracks-down-burglary-epidemic,2012-04-24, Crime team cracks down on burglary epidemic , Police and Crime ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7443
11475,https://matangitonga.to/2012/04/24/tonga-tourist-association-elects-2012-executive-committee,2012-04-24, Tonga Tourist Association elects 2012 executive committee ,  ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7444
11476,https://matangitonga.to/2012/04/24/tonga-commemorates-2012-anzac-day,2012-04-24, Tonga commemorates 2012 ANZAC Day ,  ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7442
11477,https://matangitonga.to/2012/04/24/isilelis-solar-mothers-bring-power-homes-no-electricity,2012-04-24," 'Isileli's ""solar mothers"" bring power to homes with no electricity ", Energy ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7441
11478,https://matangitonga.to/2012/04/23/immunization-could-prevent-deaths-western-pacific-region,2012-04-23, Immunization could prevent deaths in Western Pacific region , Pacific Islands ,"Manila, Philippines",https://matangitonga.to/print/7437
11479,https://matangitonga.to/2012/04/21/four-cabinet-ministers-be-reshuffled-may-1,2012-04-21, Four Cabinet Ministers to be reshuffled on May 1 , Government ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7436
11480,https://matangitonga.to/2012/03/26/king-george-tupou-v-lies-state-royal-palace,2012-03-26, King George Tupou V Lies in State at the Royal Palace  , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7368
11481,https://matangitonga.to/2012/03/26/surreal-quietness-fuaamotu-airport-tupou-v-comes-home,2012-03-26, Surreal quietness at Fua'amotu Airport as Tupou V comes home , Royalty & Nobility ,"Fua'amotu, Tonga",https://matangitonga.to/print/7369
11482,https://matangitonga.to/2012/03/26/nukualofa-awaits-arrival-royal-cortege-afternoon,2012-03-26, Nuku'alofa awaits arrival of Royal Cortege this afternoon , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7367
11483,https://matangitonga.to/2012/03/25/political-reforms-tonga,2012-03-25, Political Reforms in Tonga , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7365
11484,https://matangitonga.to/2012/03/24/king-george-tupou-v-mover-and-shaker-who-took-tonga-free-world-and-sought-peaceful,2012-03-24," King George Tupou V, a mover and a shaker who took Tonga into the free world, and sought peaceful reforms ", Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7366
11485,https://matangitonga.to/2012/03/23/queen-elizabeth-sends-message-condolence,2012-03-23, Queen Elizabeth sends message of condolence , Royalty & Nobility ,"Suva, Fiji",https://matangitonga.to/print/7364
11486,https://matangitonga.to/2012/03/23/malaekula-royal-tombs-prepared-state-funeral,2012-03-23," Mala'ekula, the Royal Tombs, prepared for State Funeral ", Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7363
11487,https://matangitonga.to/2012/03/23/nukualofa-black,2012-03-23, Nuku'alofa in black , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7361
11488,https://matangitonga.to/2012/03/23/mourners-express-condolences-queen-mother-halaevalu-mataaho,2012-03-23, Mourners express condolences to Queen Mother Halaevalu Mata'aho , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7362
11489,https://matangitonga.to/2012/03/22/condolences-death-hm-king-george-tupou-v,2012-03-22, Condolences on the death of HM King George Tupou V , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7358
11490,https://matangitonga.to/2012/03/22/king-george-tupou-v-state-funeral-tuesday-march-27,2012-03-22," King George Tupou V State Funeral, Tuesday March 27 ", Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7357
11491,https://matangitonga.to/2012/03/22/trading-pacific-livelihoods-commercial-interest,2012-03-22, Trading Pacific livelihoods for commercial interest , Pacific Islands ,"Sydney, Australia",https://matangitonga.to/print/7354
11492,https://matangitonga.to/2012/03/22/world-water-day-world-thirsty-because-we-are-hungry,2012-03-22, World Water Day - The world is thirsty because we are hungry , Press Releases ,"Suva, Fiji",https://matangitonga.to/print/7353
11493,https://matangitonga.to/2012/03/21/mr-zhu-speaks-fostering-inclusive-growth-and-building-resilience-pacific,2012-03-22, Mr Zhu speaks on fostering inclusive growth and building resilience in the Pacific , Press Releases ,"Washington, USA",https://matangitonga.to/print/7352
11494,https://matangitonga.to/2012/03/21/king-george-tupou-vs-burial-date-be-confirmed,2012-03-21,  King George Tupou V's burial date to be confirmed , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7351
11495,https://matangitonga.to/2012/03/21/tds-captain-receives-french-defence-medal,2012-03-21, TDS captain receives French defence medal , Defence ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7350
11496,https://matangitonga.to/2012/03/20/condolences-around-world-death-king-george-tupou-v,2012-03-20, Condolences  from around the world on the death of King George Tupou V , Royalty & Nobility ,"Canberra, Australia",https://matangitonga.to/print/7347
11497,https://matangitonga.to/2012/03/20/king-tupou-vi-tongas-new-king,2012-03-20," King Tupou VI, Tonga's new king ", Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7346
11498,https://matangitonga.to/2012/03/20/king-george-tupou-v-state-funeral-march-28,2012-03-20," King George Tupou V State Funeral, March 28 ", Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7345
11499,https://matangitonga.to/2012/03/19/attorney-general-neil-adsett-appointed-senior-counsel,2012-03-19," Attorney General Neil Adsett, appointed Senior Counsel ", People ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7342
11500,https://matangitonga.to/2012/04/10/psc-suspends-chief-secretary-and-secretary-cabinet,2012-04-10, PSC suspends the Chief Secretary and Secretary to Cabinet , Government ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7402
11501,https://matangitonga.to/2012/04/10/niue-signs-comprehensive-nuclear-test-ban-treaty,2012-04-10, Niue signs the Comprehensive Nuclear-test-ban Treaty , Press Releases ,"Vienna, Austria",https://matangitonga.to/print/7401
11502,https://matangitonga.to/2012/04/07/two-paraplegics-return-school,2012-04-07, Two paraplegics return to school , Education ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7400
11503,https://matangitonga.to/2012/04/05/hair-cutting-ceremony-royal-family-end-10-nights-mourning,2012-04-05, Hair-cutting ceremony for Royal Family at end of 10 nights of mourning , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7397
11504,https://matangitonga.to/2012/04/05/king-george-tupou-v-visionary-leader-says-former-pm-lord-sevele,2012-04-05," King George Tupou V - a visionary leader, says former PM Lord Sevele ", People ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7398
11505,https://matangitonga.to/2012/04/05/haa-ngata-presents-haamo-princess-pilolevu,2012-04-05, Ha'a Ngata presents ha'amo to Princess Pilolevu , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7396
11506,https://matangitonga.to/2012/04/04/inquest-finds-student-stabbed-himself,2012-04-04, Inquest finds student stabbed himself , Police and Crime ,"Pangai, Ha'apai",https://matangitonga.to/print/7392
11507,https://matangitonga.to/2012/04/03/launch-vuna-wharf-postponed-after-death-king,2012-04-03, Launch of Vuna Wharf postponed after death of king , Development ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7389
11508,https://matangitonga.to/2012/04/03/high-school-student-dies-chest-wounds,2012-04-03, High school student dies from chest wounds , Police and Crime ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7390
11509,https://matangitonga.to/2012/04/03/fine-weather-forecast-easter-weekend,2012-04-03, Fine weather forecast for the Easter weekend , Weather ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7388
11510,https://matangitonga.to/2012/04/03/tonga-government-restructures-overseas-diplomatic-missions,2012-04-03, Tonga government restructures overseas diplomatic missions , Foreign Affairs ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7383
11511,https://matangitonga.to/2012/04/02/prince-ulukalala-becomes-crown-prince-tupoutoa-ulukalala,2012-04-02, Prince 'Ulukalala becomes Crown Prince Tupouto'a 'Ulukalala , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7382
11512,https://matangitonga.to/2012/04/02/nukualofa-cbd-looks-fresh,2012-04-02, The Nuku'alofa CBD looks fresh , Development ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7381
11513,https://matangitonga.to/2012/03/31/pongipongi-tapu-spiritual-ceremony-passage-king,2012-03-31," Pongipongi Tapu, a spiritual ceremony for the passage of the King ", Royalty & Nobility ,"Pangai Lahi, Tonga",https://matangitonga.to/print/7380
11514,https://matangitonga.to/2012/03/29/king-george-tupou-v-reformer-death,2012-03-29," King George Tupou V, a reformer in death ", Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7375
11515,https://matangitonga.to/2012/03/28/vips-attend-orderly-and-colourful-funeral-king-george-tupou-v,2012-03-28, VIPs attend orderly and colourful funeral for King George Tupou V , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7374
11516,https://matangitonga.to/2012/03/28/tongas-mourning-end-pongipongi-tapu-saturday-march-31,2012-03-28, Tonga's mourning to end with Pongipongi Tapu on Saturday March 31 , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7373
11517,https://matangitonga.to/2012/03/28/world-bank-regional-vice-president-visits-samoa,2012-03-28, World Bank Regional Vice President visits Samoa , Press Releases ,"Apia, Samoa",https://matangitonga.to/print/7372
11518,https://matangitonga.to/2012/03/11/queen-mataaho-attends-japans-tsunami-anniversary,2012-03-28, Queen Mata'aho attends Japan's tsunami anniversary , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7322
11519,https://matangitonga.to/2012/03/27/king-george-tupou-v-laid-rest,2012-03-27, King George Tupou V laid to rest , Royalty & Nobility ,"Mala'e Kula, Tonga",https://matangitonga.to/print/7370
11520,https://matangitonga.to/2012/04/21/security-breach-delays-air-new-zealand-flight-fuaamotu,2012-04-21, Security breach delays Air New Zealand flight at Fua'amotu  , Travel ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7435
11521,https://matangitonga.to/2012/04/21/spawnbreezie-concert-tonight,2012-04-21, Spawnbreezie concert tonight , People ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7434
11522,https://matangitonga.to/2012/04/19/second-cabinet-reshuffle-just-over-year,2012-04-19, Second cabinet reshuffle in just over a year  , Government ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7431
11523,https://matangitonga.to/2012/04/19/king-council-appoints-third-judge-tonga,2012-04-19, King in Council appoints third judge for Tonga , Government ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7432
11524,https://matangitonga.to/2012/04/18/king-opens-cpa-executive-meeting-nukualofa,2012-04-18, King opens CPA Executive Meeting in Nuku'alofa  , Parliament ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7426
11525,https://matangitonga.to/2012/04/17/dr-jim-yong-kim-12th-president-world-bank,2012-04-17," Dr. Jim Yong Kim, 12th President of the World Bank ", Press Releases ,"Washington, USA",https://matangitonga.to/print/7425
11526,https://matangitonga.to/2012/04/17/court-appeal-hears-eight-cases-nukualofa,2012-04-17, Court of Appeal hears eight cases in Nuku'alofa , From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7424
11527,https://matangitonga.to/2012/04/17/first-birthday-celebration-hon-simon-tuivakano,2012-04-17, First birthday celebration for Hon. Simon Tu'ivakano , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7421
11528,https://matangitonga.to/2012/04/17/can-south-pacifics-staple-food-crops-survive,2012-04-17, Can South Pacific's staple food crops survive? , Pacific Islands ,"Suva, Fiji",https://matangitonga.to/print/7418
11529,https://matangitonga.to/2012/04/16/cpa-executives-meet-nukualofa,2012-04-16, CPA Executives meet in Nuku'alofa  , Parliament ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7416
11530,https://matangitonga.to/2012/04/16/without-vision-where-political-reform-taking-tonga-asks-dr-sitiveni-halapua,2012-04-16," Without vision, where is political reform taking Tonga? asks Dr Sitiveni Halapua ", Politics ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7417
11531,https://matangitonga.to/2012/04/14/singer-spawnbreezie-breezes-nukualofa,2012-04-14, Singer Spawnbreezie breezes into Nuku'alofa , People ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7415
11532,https://matangitonga.to/2012/04/13/when-opportunity-knocks-we-should-open-door,2012-04-13," When opportunity knocks, we should open the door ", Press Releases ,"Washington, USA",https://matangitonga.to/print/7414
11533,https://matangitonga.to/2012/04/13/heilala-festival-set-july-16-28,2012-04-13, Heilala Festival set for July 16-28  , Travel ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7413
11534,https://matangitonga.to/2012/04/12/psc-recruits-four-new-ceos,2012-04-12, PSC recruits four new CEOs   , Government ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7412
11535,https://matangitonga.to/2012/04/12/mv-manui-rolls-over-nafanua-harbour,2012-04-12, MV Manui rolls over at Nafanua Harbour , Outer Islands ,"'Ohonua, 'Eua",https://matangitonga.to/print/7407
11536,https://matangitonga.to/2012/04/11/14-ministries-proposed-restructured-government,2012-04-11, 14 Ministries proposed for restructured government  , Government ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7406
11537,https://matangitonga.to/2012/04/11/pacific-economy-grows-60-2012,2012-04-11, Pacific economy grows by 6.0% in 2012 , Press Releases ,"Manila, Philippines",https://matangitonga.to/print/7405
11538,https://matangitonga.to/2012/04/10/election-nrbf-directors-set-april-26,2012-04-10, Election of NRBF directors set for April 26 , Business ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7404
11539,https://matangitonga.to/2012/04/10/inaugural-trade-pasifika-2012-attracts-asian-buyers,2012-04-10, Inaugural Trade Pasifika 2012 attracts Asian buyers ,  ,"Suva, Fiji",https://matangitonga.to/print/7403
11540,https://matangitonga.to/2012/03/18/death-king-george-tupou-v-reported,2012-03-18, Death of King George Tupou V reported , Royalty & Nobility ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7341
11541,https://matangitonga.to/2012/03/18/tonga-rugby-union-election-sets-end-may,2012-03-18, Tonga Rugby Union election sets for end of May , Rugby ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7340
11542,https://matangitonga.to/2012/03/16/tonga-sevens-hopes-join-core-teams-after-hong-kong,2012-03-16, Tonga Sevens hopes to join core teams after Hong Kong , Rugby ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7339
11543,https://matangitonga.to/2012/03/15/violence-against-women-rise-tonga,2012-03-15, Violence against women on the rise in Tonga , Women ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7338
11544,https://matangitonga.to/2012/03/15/tds-4th-contingent-departs-uk,2012-03-15, TDS 4th contingent departs for UK , Defence ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7337
11545,https://matangitonga.to/2012/03/15/new-zealand-awards-330-scholarships,2012-03-15, New Zealand Awards 330 Scholarships , Education ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7336
11546,https://matangitonga.to/2012/03/14/vijay-krishnarayan-new-director-commonwealth-foundation,2012-03-14," Vijay Krishnarayan, new Director of the Commonwealth Foundation ", Press Releases ,"London, United Kingdom",https://matangitonga.to/print/7335
11547,https://matangitonga.to/2012/03/14/police-charge-woman-99000-theft,2012-03-14," Police charge woman with $99,000 theft ", Police and Crime ,"'Eua, Tonga",https://matangitonga.to/print/7334
11548,https://matangitonga.to/2012/03/13/court-arbitration-sport-rejects-ahongalus-appeal,2012-03-13, Court of Arbitration for Sport rejects  'Ahongalu's appeal , Sports ,"Zurich, Switzerland",https://matangitonga.to/print/7333
11549,https://matangitonga.to/2012/03/13/magistrate-releases-westpac-bank-employees-bail,2012-03-13, Magistrate releases Westpac Bank employees on bail , Police and Crime ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7332
11550,https://matangitonga.to/2012/03/13/ths-ex-students-aims-raise-1-million-july,2012-03-13, THS Ex-students aims to raise $1 million in July , Education ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7331
11551,https://matangitonga.to/2012/03/12/message-her-majesty-queen-elizabeth-ii,2012-03-12, A Message from Her Majesty Queen Elizabeth II , Press Releases ,"London, United Kingdom",https://matangitonga.to/print/7326
11552,https://matangitonga.to/2012/03/12/essay-writers-win-4600-cash-prizes,2012-03-12, Essay writers win $4600 cash prizes , Education ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7325
11553,https://matangitonga.to/2012/03/11/pif-geneva-office-announces-trade-policy-officer-appointment,2012-03-11, PIF Geneva Office announces Trade Policy Officer appointment , Press Releases ,"Geneva, Switzerland",https://matangitonga.to/print/7324
11554,https://matangitonga.to/2012/03/11/commodore-bainimarama-open-pinas-2012-media-summit,2012-03-11, Commodore Bainimarama to open PINA's 2012 Media Summit , Pacific Islands ,"Suva, Fiji",https://matangitonga.to/print/7323
11555,https://matangitonga.to/2012/03/11/lds-church-have-more-schools-tonga-any-where-else-world,2012-03-11, The LDS Church have more schools in Tonga than any where else in the world , Education ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7321
11556,https://matangitonga.to/2012/03/10/tongan-government-launches-initiatives-end-violence-against-women,2012-03-10, Tongan government launches initiatives to end violence against women , Women ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7320
11557,https://matangitonga.to/2012/03/08/98fm-voice-people,2012-03-08," 98FM, the Voice of the People ", News Media ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7318
11558,https://matangitonga.to/2012/03/08/task-force-investigates-westpac-nukualofa-branch,2012-03-08, Task Force investigates Westpac Nuku'alofa Branch , Police and Crime ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7317
11559,https://matangitonga.to/2012/03/07/government-needs-public-support-establish-renal-dialysis-unit,2012-03-07, Government needs public support to establish a Renal Dialysis Unit , Health ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7319
11560,https://matangitonga.to/2012/03/06/tonga-womens-soccer-beats-samoa-6-1,2012-03-06, Tonga women's soccer beats Samoa 6-1 , Sports ,"Loto Tonga, Tonga",https://matangitonga.to/print/7313
11561,https://matangitonga.to/2012/03/05/no-wins-tonga-australia,2012-03-05, No wins for Tonga A in Australia , Sports ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7312
11562,https://matangitonga.to/2012/03/05/court-appeal-sit-april-16-20,2012-03-05, Court of Appeal to sit April 16-20 ,  ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7311
11563,https://matangitonga.to/2012/03/05/hindus-await-lds-apology-gandhis-proxy-baptism,2012-03-05, Hindus await LDS apology on Gandhi's proxy baptism , Press Releases ,"Nevada, USA",https://matangitonga.to/print/7308
11564,https://matangitonga.to/2012/03/03/tongas-rural-communities-challenged-declining-remittances,2012-03-03, Tonga's rural communities challenged by declining remittances , Women ,"United Nations, New York, USA",https://matangitonga.to/print/7307
11565,https://matangitonga.to/2012/03/03/locals-challenge-dr-teena-brown-pulus-claim,2012-03-03, Locals challenge Dr Teena Brown Pulu's claim , Letters ,"Ma'ufanga, Tonga",https://matangitonga.to/print/7305
11566,https://matangitonga.to/2012/03/03/ita-tongas-first-broadsheet-newspaper,2012-03-03," Ita, Tonga's first broadsheet newspaper ", News Media ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7306
11567,https://matangitonga.to/2012/03/02/parliaments-select-committee-still-searching,2012-03-02, Parliament's select committee still searching , Parliament ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7304
11568,https://matangitonga.to/2012/03/02/wise-women-open-new-office-nukualofa,2012-03-02, WISE women open new office in Nuku'alofa , Women ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7301
11569,https://matangitonga.to/2012/03/02/sir-donald-mckinnon-becomes-commonwealths-special-envoy-maldives,2012-03-02, Sir Donald McKinnon becomes the Commonwealth's Special Envoy to Maldives , People ,"London, UK",https://matangitonga.to/print/7300
11570,https://matangitonga.to/2012/03/01/tonga-welcomes-seven-leaplings,2012-03-01, Tonga welcomes seven leaplings , People ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7299
11571,https://matangitonga.to/2012/03/01/bank-employee-charged-embezzlement-40000,2012-03-01," Bank employee charged with embezzlement of $40,000 ", From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7298
11572,https://matangitonga.to/2012/03/01/four-charged-armed-hold-bank,2012-03-01, Four charged with armed hold-up of bank , From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7297
11573,https://matangitonga.to/2012/03/01/police-constable-charged-over-controlled-drugs,2012-03-01, Police Constable charged over controlled drugs , From the Courts ,"Nuku'alofa, Tonga",https://matangitonga.to/print/7296
